movieId,title,title_without_year,release_year,genres,average_rating,rating_count,tag_count,top_tags,vibe_summary,movielens_url
5357,Iron Will (1994),Iron Will,1994,Adventure,3.50,2,0,,general audience,https://movielens.org/movies/5357
5358,Mountains of the Moon (1990),Mountains of the Moon,1990,Adventure,3.00,1,0,,general audience,https://movielens.org/movies/5358
5361,White Fang (1991),White Fang,1991,Adventure,1.75,2,0,,general audience,https://movielens.org/movies/5361
5363,"New Guy, The (2002)","New Guy, The",2002,Comedy,2.50,9,0,,funny,https://movielens.org/movies/5363
5364,Unfaithful (2002),Unfaithful,2002,Drama; Thriller,3.50,7,0,,character-driven; tense,https://movielens.org/movies/5364
5365,"Lady and the Duke, The (Anglaise et le duc, L') (2001)","Lady and the Duke, The (Anglaise et le duc, L')",2001,Drama; Romance,4.00,1,0,,character-driven; romantic,https://movielens.org/movies/5365
5372,Calamity Jane (1953),Calamity Jane,1953,Musical; Western,3.50,1,0,,general audience,https://movielens.org/movies/5372
5373,"Cranes Are Flying, The (Letyat zhuravli) (1957)","Cranes Are Flying, The (Letyat zhuravli)",1957,Drama; Romance; War,4.00,1,0,,character-driven; romantic,https://movielens.org/movies/5373
5375,"Harvey Girls, The (1946)","Harvey Girls, The",1946,Comedy; Musical; Western,3.00,1,0,,funny,https://movielens.org/movies/5375
5377,About a Boy (2002),About a Boy,2002,Comedy; Drama; Romance,3.72,44,1,nick hornby,funny; character-driven; romantic,https://movielens.org/movies/5377
5378,Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones,2002,Action; Adventure; Sci-Fi; IMAX,3.16,92,0,,imaginative,https://movielens.org/movies/5378
5379,"Believer, The (2001)","Believer, The",2001,Drama,4.25,6,2,anti-semitism; judaism,character-driven,https://movielens.org/movies/5379
5380,"Importance of Being Earnest, The (2002)","Importance of Being Earnest, The",2002,Comedy; Drama; Romance,3.85,10,0,,funny; character-driven; romantic,https://movielens.org/movies/5380
5382,Every Which Way But Loose (1978),Every Which Way But Loose,1978,Comedy,3.00,3,0,,funny,https://movielens.org/movies/5382
5384,I Want to Live! (1958),I Want to Live!,1958,Crime; Drama,3.00,1,0,,character-driven; tense,https://movielens.org/movies/5384
5385,"Last Waltz, The (1978)","Last Waltz, The",1978,Documentary,4.50,1,0,,real-world,https://movielens.org/movies/5385
5387,Enough (2002),Enough,2002,Drama; Thriller,4.00,3,0,,character-driven; tense,https://movielens.org/movies/5387
5388,Insomnia (2002),Insomnia,2002,Action; Crime; Drama; Mystery; Thriller,3.30,33,7,atmospheric; al pacino; hilary swank; insomnia; robin williams; thought-provoking,character-driven; tense,https://movielens.org/movies/5388
5389,Spirit: Stallion of the Cimarron (2002),Spirit: Stallion of the Cimarron,2002,Adventure; Animation; Children; Western,3.50,2,0,,family-friendly,https://movielens.org/movies/5389
5390,CQ (2001),CQ,2001,Drama,3.00,1,0,,character-driven,https://movielens.org/movies/5390
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001,Drama,4.00,3,0,,character-driven,https://movielens.org/movies/5391
5397,Monkey Business (1952),Monkey Business,1952,Comedy; Sci-Fi,2.50,2,0,,funny; imaginative,https://movielens.org/movies/5397
5398,Requiem for a Heavyweight (1962),Requiem for a Heavyweight,1962,Drama,4.00,2,1,boxing,character-driven,https://movielens.org/movies/5398
5400,"Sum of All Fears, The (2002)","Sum of All Fears, The",2002,Drama; Thriller,2.97,17,0,,character-driven; tense,https://movielens.org/movies/5400
5401,Undercover Brother (2002),Undercover Brother,2002,Comedy,1.83,9,0,,funny,https://movielens.org/movies/5401
5404,84 Charing Cross Road (1987),84 Charing Cross Road,1987,Drama; Romance,4.50,3,1,books,character-driven; romantic,https://movielens.org/movies/5404
5409,Rapid Fire (1992),Rapid Fire,1992,Action,3.75,2,0,,general audience,https://movielens.org/movies/5409
5410,Silent Running (1972),Silent Running,1972,Drama; Sci-Fi,2.38,4,0,,character-driven; imaginative,https://movielens.org/movies/5410
5414,Bad Company (2002),Bad Company,2002,Action; Comedy; Crime,2.88,4,0,,funny; tense,https://movielens.org/movies/5414
5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Divine Secrets of the Ya-Ya Sisterhood,2002,Comedy; Drama,3.13,4,0,,funny; character-driven,https://movielens.org/movies/5415
5416,Cherish (2002),Cherish,2002,Comedy; Drama; Thriller,5.00,1,0,,funny; character-driven; tense,https://movielens.org/movies/5416
5417,"Fast Runner, The (Atanarjuat) (2001)","Fast Runner, The (Atanarjuat)",2001,Drama; Fantasy,3.83,3,0,,character-driven; fantastical,https://movielens.org/movies/5417
5418,"Bourne Identity, The (2002)","Bourne Identity, The",2002,Action; Mystery; Thriller,3.82,112,0,,tense,https://movielens.org/movies/5418
5419,Scooby-Doo (2002),Scooby-Doo,2002,Adventure; Children; Comedy; Fantasy; Mystery,2.85,17,0,,funny; family-friendly; fantastical,https://movielens.org/movies/5419
5420,Windtalkers (2002),Windtalkers,2002,Action; Drama; War,2.88,8,0,,character-driven,https://movielens.org/movies/5420
5421,"Dangerous Lives of Altar Boys, The (2002)","Dangerous Lives of Altar Boys, The",2002,Drama,3.50,6,0,,character-driven,https://movielens.org/movies/5421
5422,"Emperor's New Clothes, The (2001)","Emperor's New Clothes, The",2001,Comedy,4.00,1,0,,funny,https://movielens.org/movies/5422
5423,Gangster No. 1 (2000),Gangster No. 1,2000,Action; Crime; Thriller,3.00,3,0,,tense,https://movielens.org/movies/5423
5424,Harvard Man (2001),Harvard Man,2001,Crime; Drama; Romance; Thriller,3.00,1,0,,character-driven; tense; romantic,https://movielens.org/movies/5424
5425,Dark Blue World (Tmavomodrý svet) (2001),Dark Blue World (Tmavomodrý svet),2001,Drama; War,4.25,2,0,,character-driven,https://movielens.org/movies/5425
5427,Caveman (1981),Caveman,1981,Comedy,2.50,3,0,,funny,https://movielens.org/movies/5427
5428,Cheech & Chong's The Corsican Brothers (1984),Cheech & Chong's The Corsican Brothers,1984,Comedy,1.13,4,0,,funny,https://movielens.org/movies/5428
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Silver Bullet (Stephen King's Silver Bullet),1985,Adventure; Drama; Horror; Mystery; Thriller,2.67,3,0,,character-driven; tense; dark,https://movielens.org/movies/5433
5434,"Sorry, Wrong Number (1948)","Sorry, Wrong Number",1948,Drama; Film-Noir; Thriller,3.80,5,0,,character-driven; tense,https://movielens.org/movies/5434
5435,Hombre (1967),Hombre,1967,Western,3.00,1,0,,general audience,https://movielens.org/movies/5435
5437,"Manhattan Project, The (1986)","Manhattan Project, The",1986,Comedy; Sci-Fi; Thriller,3.00,3,0,,funny; tense; imaginative,https://movielens.org/movies/5437
5438,Men at Work (1990),Men at Work,1990,Action; Comedy,2.75,4,0,,funny,https://movielens.org/movies/5438
5440,She Wore a Yellow Ribbon (1949),She Wore a Yellow Ribbon,1949,Western,3.00,1,0,,general audience,https://movielens.org/movies/5440
5442,V. I. Warshawski (1991),V. I. Warshawski,1991,Action; Comedy; Crime,2.00,1,0,,funny; tense,https://movielens.org/movies/5442
5443,Juwanna Mann (2002),Juwanna Mann,2002,Comedy,1.50,2,0,,funny,https://movielens.org/movies/5443
5444,Lilo & Stitch (2002),Lilo & Stitch,2002,Adventure; Animation; Children; Sci-Fi,3.81,29,0,,family-friendly; imaginative,https://movielens.org/movies/5444
5445,Minority Report (2002),Minority Report,2002,Action; Crime; Mystery; Sci-Fi; Thriller,3.64,120,1,future,tense; imaginative,https://movielens.org/movies/5445
5446,Rabbit-Proof Fence (2002),Rabbit-Proof Fence,2002,Adventure; Drama,3.64,7,1,australia,character-driven,https://movielens.org/movies/5446
5447,Sunshine State (2002),Sunshine State,2002,Drama,3.50,2,0,,character-driven,https://movielens.org/movies/5447
5448,Hey Arnold! The Movie (2002),Hey Arnold! The Movie,2002,Adventure; Animation; Children; Comedy,2.00,1,0,,funny; family-friendly,https://movielens.org/movies/5448
5449,Mr. Deeds (2002),Mr. Deeds,2002,Comedy; Romance,2.91,22,0,,funny; romantic,https://movielens.org/movies/5449
5450,Lovely & Amazing (2001),Lovely & Amazing,2001,Comedy; Drama; Romance,3.20,5,2,sisterhood; women,funny; character-driven; romantic,https://movielens.org/movies/5450
5451,Pumpkin (2002),Pumpkin,2002,Comedy; Drama; Romance,3.00,5,2,disability; mental illness,funny; character-driven; romantic,https://movielens.org/movies/5451
5452,Look Who's Talking Now (1993),Look Who's Talking Now,1993,Children; Comedy; Romance,1.58,6,0,,funny; romantic; family-friendly,https://movielens.org/movies/5452
5454,Mo' Money (1992),Mo' Money,1992,Comedy; Romance,2.25,2,0,,funny; romantic,https://movielens.org/movies/5454
5455,"Object of Beauty, The (1991)","Object of Beauty, The",1991,Comedy; Drama,1.50,1,0,,funny; character-driven,https://movielens.org/movies/5455
5456,Wagons East (1994),Wagons East,1994,Comedy; Western,2.00,1,0,,funny,https://movielens.org/movies/5456
5458,Like Mike (2002),Like Mike,2002,Children; Comedy; Fantasy,2.50,1,0,,funny; family-friendly; fantastical,https://movielens.org/movies/5458
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),2002,Action; Comedy; Sci-Fi,2.96,61,3,crappy sequel; first was much better; sequel,funny; imaginative,https://movielens.org/movies/5459
5460,"Powerpuff Girls, The (2002)","Powerpuff Girls, The",2002,Action; Animation; Children; Comedy,3.67,3,0,,funny; family-friendly,https://movielens.org/movies/5460
5461,Me Without You (2001),Me Without You,2001,Comedy; Drama,2.50,1,0,,funny; character-driven,https://movielens.org/movies/5461
5462,"Crocodile Hunter: Collision Course, The (2002)","Crocodile Hunter: Collision Course, The",2002,Adventure; Comedy,2.50,2,0,,funny,https://movielens.org/movies/5462
5463,Reign of Fire (2002),Reign of Fire,2002,Action; Adventure; Fantasy,2.72,18,0,,fantastical,https://movielens.org/movies/5463
5464,Road to Perdition (2002),Road to Perdition,2002,Crime; Drama,3.52,49,2,cinematography; tom hanks,character-driven; tense,https://movielens.org/movies/5464
5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),All About Lily Chou-Chou (Riri Shushu no subete),2001,Crime; Drama; Thriller,3.00,1,0,,character-driven; tense,https://movielens.org/movies/5465
5466,My Wife is an Actress (Ma Femme est une Actrice) (2001),My Wife is an Actress (Ma Femme est une Actrice),2001,Comedy; Drama; Romance,4.00,4,0,,funny; character-driven; romantic,https://movielens.org/movies/5466
5468,20 Million Miles to Earth (1957),20 Million Miles to Earth,1957,Sci-Fi,5.00,1,0,,imaginative,https://movielens.org/movies/5468
5470,The Importance of Being Earnest (1952),The Importance of Being Earnest,1952,Comedy; Romance,4.33,3,1,oscar wilde,funny; romantic; well-regarded,https://movielens.org/movies/5470
5471,Perfect (1985),Perfect,1985,Drama; Romance,1.83,3,0,,character-driven; romantic,https://movielens.org/movies/5471
5472,1776 (1972),1776,1972,Children; Drama; Musical,3.50,2,0,,character-driven; family-friendly,https://movielens.org/movies/5472
5475,Z (1969),Z,1969,Drama; Mystery; Thriller,3.83,3,1,in netflix queue,character-driven; tense,https://movielens.org/movies/5475
5476,Halloween: Resurrection (Halloween 8) (2002),Halloween: Resurrection (Halloween 8),2002,Horror; Thriller,2.00,3,0,,tense; dark,https://movielens.org/movies/5476
5477,Sex and Lucia (Lucía y el sexo) (2001),Sex and Lucia (Lucía y el sexo),2001,Drama; Romance,3.88,4,0,,character-driven; romantic,https://movielens.org/movies/5477
5478,Eight Legged Freaks (2002),Eight Legged Freaks,2002,Action; Comedy; Horror; Sci-Fi,2.75,8,0,,funny; imaginative; dark,https://movielens.org/movies/5478
5479,K-19: The Widowmaker (2002),K-19: The Widowmaker,2002,Action; Adventure; Drama; Thriller,3.50,6,0,,character-driven; tense,https://movielens.org/movies/5479
5480,Stuart Little 2 (2002),Stuart Little 2,2002,Children; Comedy,2.60,5,0,,funny; family-friendly,https://movielens.org/movies/5480
5481,Austin Powers in Goldmember (2002),Austin Powers in Goldmember,2002,Comedy,2.85,65,0,,funny,https://movielens.org/movies/5481
5483,"Kid Stays in the Picture, The (2002)","Kid Stays in the Picture, The",2002,Documentary,3.83,3,1,movie business,real-world,https://movielens.org/movies/5483
5485,Tadpole (2002),Tadpole,2002,Comedy; Drama; Romance,3.33,3,0,,funny; character-driven; romantic,https://movielens.org/movies/5485
5486,Who Is Cletis Tout? (2001),Who Is Cletis Tout?,2001,Comedy,2.50,2,0,,funny,https://movielens.org/movies/5486
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979,Horror,4.00,1,0,,dark,https://movielens.org/movies/5489
5490,The Big Bus (1976),The Big Bus,1976,Action; Comedy,5.00,1,0,,funny,https://movielens.org/movies/5490
5493,In Like Flint (1967),In Like Flint,1967,Action; Adventure; Comedy,4.00,1,0,,funny,https://movielens.org/movies/5493
5497,Our Man Flint (1965),Our Man Flint,1965,Adventure; Comedy; Sci-Fi,3.50,3,0,,funny; imaginative,https://movielens.org/movies/5497
5498,Red Beard (Akahige) (1965),Red Beard (Akahige),1965,Drama,4.50,1,1,in netflix queue,character-driven,https://movielens.org/movies/5498
5499,Robin and Marian (1976),Robin and Marian,1976,Adventure; Drama; Romance,3.25,2,0,,character-driven; romantic,https://movielens.org/movies/5499
5500,Top Secret! (1984),Top Secret!,1984,Comedy,4.20,10,0,,funny,https://movielens.org/movies/5500
5501,"Master of Disguise, The (2002)","Master of Disguise, The",2002,Comedy; Mystery,1.86,7,0,,funny,https://movielens.org/movies/5501
5502,Signs (2002),Signs,2002,Horror; Sci-Fi; Thriller,3.17,63,1,aliens,tense; imaginative; dark,https://movielens.org/movies/5502
5503,"Last Kiss, The (Ultimo bacio, L') (2001)","Last Kiss, The (Ultimo bacio, L')",2001,Comedy; Drama; Romance,4.00,1,0,,funny; character-driven; romantic,https://movielens.org/movies/5503
5504,Spy Kids 2: The Island of Lost Dreams (2002),Spy Kids 2: The Island of Lost Dreams,2002,Adventure; Children,2.21,7,0,,family-friendly,https://movielens.org/movies/5504
5505,"Good Girl, The (2002)","Good Girl, The",2002,Comedy; Drama,3.21,12,2,adultery; younger men,funny; character-driven,https://movielens.org/movies/5505
5506,Blood Work (2002),Blood Work,2002,Crime; Drama; Mystery; Thriller,3.33,3,0,,character-driven; tense,https://movielens.org/movies/5506
5507,xXx (2002),xXx,2002,Action; Crime; Thriller,2.77,24,0,,tense,https://movielens.org/movies/5507
5508,24 Hour Party People (2002),24 Hour Party People,2002,Comedy; Drama; Musical,3.57,7,0,,funny; character-driven,https://movielens.org/movies/5508
5512,Secret Ballot (Raye makhfi) (2001),Secret Ballot (Raye makhfi),2001,Comedy,3.25,2,0,,funny,https://movielens.org/movies/5512
5513,Martin Lawrence Live: Runteldat (2002),Martin Lawrence Live: Runteldat,2002,Comedy; Documentary,5.00,1,0,,funny; real-world,https://movielens.org/movies/5513
5515,Songs From the Second Floor (Sånger från andra våningen) (2000),Songs From the Second Floor (Sånger från andra våningen),2000,Drama,3.50,1,0,,character-driven,https://movielens.org/movies/5515
5521,"Principal, The (1987)","Principal, The",1987,Action; Crime; Drama,3.25,2,0,,character-driven; tense,https://movielens.org/movies/5521
5522,Rollerball (1975),Rollerball,1975,Action; Drama; Sci-Fi,3.50,4,0,,character-driven; imaginative,https://movielens.org/movies/5522
5523,"Adventures of Pluto Nash, The (2002)","Adventures of Pluto Nash, The",2002,Action; Adventure; Comedy; Sci-Fi,2.33,3,0,,funny; imaginative,https://movielens.org/movies/5523
5524,Blue Crush (2002),Blue Crush,2002,Adventure; Drama; Romance,2.69,8,0,,character-driven; romantic,https://movielens.org/movies/5524
5525,Mostly Martha (Bella Martha) (2001),Mostly Martha (Bella Martha),2001,Comedy; Drama; Romance,3.50,1,0,,funny; character-driven; romantic,https://movielens.org/movies/5525
5527,Possession (2002),Possession,2002,Drama; Romance,3.50,4,2,as byatt; books,character-driven; romantic,https://movielens.org/movies/5527
5528,One Hour Photo (2002),One Hour Photo,2002,Drama; Thriller,3.47,19,2,photography; psychopaths,character-driven; tense,https://movielens.org/movies/5528
5529,Serving Sara (2002),Serving Sara,2002,Comedy; Romance,3.25,2,0,,funny; romantic,https://movielens.org/movies/5529
5530,Simone (S1m0ne) (2002),Simone (S1m0ne),2002,Comedy; Drama; Fantasy; Sci-Fi,2.14,7,0,,funny; character-driven; imaginative; fantastical,https://movielens.org/movies/5530
5531,Undisputed (2002),Undisputed,2002,Drama,2.75,2,0,,character-driven,https://movielens.org/movies/5531
5532,Amy's O (a.k.a. Amy's Orgasm) (2001),Amy's O (a.k.a. Amy's Orgasm),2001,Comedy; Romance,4.00,1,0,,funny; romantic,https://movielens.org/movies/5532
5537,Satin Rouge (2002),Satin Rouge,2002,Drama; Musical,5.00,1,0,,character-driven,https://movielens.org/movies/5537
5538,"Care Bears Movie, The (1985)","Care Bears Movie, The",1985,Animation; Children; Fantasy,1.50,2,0,,family-friendly; fantastical,https://movielens.org/movies/5538
5539,Care Bears Movie II: A New Generation (1986),Care Bears Movie II: A New Generation,1986,Animation; Children,1.50,2,0,,family-friendly,https://movielens.org/movies/5539
5540,Clash of the Titans (1981),Clash of the Titans,1981,Action; Adventure; Fantasy; Romance,3.61,9,0,,romantic; fantastical,https://movielens.org/movies/5540
5541,Hot Shots! (1991),Hot Shots!,1991,Action; Comedy; Romance; War,3.13,15,0,,funny; romantic,https://movielens.org/movies/5541
5543,"Swarm, The (1978)","Swarm, The",1978,Action; Horror; Sci-Fi,2.25,2,0,,imaginative; dark,https://movielens.org/movies/5543
5544,Time After Time (1979),Time After Time,1979,Sci-Fi; Thriller,3.75,4,0,,tense; imaginative,https://movielens.org/movies/5544
5548,Down and Out in Beverly Hills (1986),Down and Out in Beverly Hills,1986,Comedy,3.00,5,1,homeless,funny,https://movielens.org/movies/5548
5550,Love Me Tender (1956),Love Me Tender,1956,Musical; Western,3.50,1,0,,general audience,https://movielens.org/movies/5550
5553,Stakeout (1987),Stakeout,1987,Comedy; Crime; Romance; Thriller,3.00,8,0,,funny; tense; romantic,https://movielens.org/movies/5553
5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com),2002,Crime; Horror; Thriller,1.50,3,0,,tense; dark,https://movielens.org/movies/5556
5560,À nous la liberté (Freedom for Us) (1931),À nous la liberté (Freedom for Us),1931,Comedy; Musical,1.00,1,0,,funny,https://movielens.org/movies/5560
5562,Snipes (2001),Snipes,2001,Drama; Thriller,2.50,1,0,,character-driven; tense,https://movielens.org/movies/5562
5563,City by the Sea (2002),City by the Sea,2002,Crime; Drama,2.83,3,0,,character-driven; tense,https://movielens.org/movies/5563
5564,Swimfan (2002),Swimfan,2002,Thriller,2.00,2,0,,tense,https://movielens.org/movies/5564
5568,Johnny Dangerously (1984),Johnny Dangerously,1984,Comedy,2.86,7,0,,funny,https://movielens.org/movies/5568
5569,"Last House on the Left, The (1972)","Last House on the Left, The",1972,Crime; Horror; Thriller,3.25,2,0,,tense; dark,https://movielens.org/movies/5569
5570,Thesis (Tesis) (1996),Thesis (Tesis),1996,Drama; Horror; Thriller,3.90,5,0,,character-driven; tense; dark,https://movielens.org/movies/5570
5572,Barbershop (2002),Barbershop,2002,Comedy,2.71,7,0,,funny,https://movielens.org/movies/5572
5573,Stealing Harvard (2002),Stealing Harvard,2002,Comedy; Crime,2.29,7,0,,funny; tense,https://movielens.org/movies/5573
5574,"Transporter, The (2002)","Transporter, The",2002,Action; Crime,3.52,26,0,,tense,https://movielens.org/movies/5574
5575,Alias Betty (Betty Fisher et autres histoires) (2001),Alias Betty (Betty Fisher et autres histoires),2001,Crime; Drama,2.00,1,0,,character-driven; tense,https://movielens.org/movies/5575
5577,Igby Goes Down (2002),Igby Goes Down,2002,Comedy; Drama,3.67,12,1,adolescence,funny; character-driven,https://movielens.org/movies/5577
5580,Aspen Extreme (1993),Aspen Extreme,1993,Action,3.50,1,0,,general audience,https://movielens.org/movies/5580
5581,Betsy's Wedding (1990),Betsy's Wedding,1990,Comedy,2.00,1,0,,funny,https://movielens.org/movies/5581
5582,Captain Ron (1992),Captain Ron,1992,Adventure; Comedy,2.69,8,0,,funny,https://movielens.org/movies/5582
5584,Ernest Goes to Jail (1990),Ernest Goes to Jail,1990,Comedy,3.50,1,0,,funny,https://movielens.org/movies/5584
5585,Ernest Scared Stupid (1991),Ernest Scared Stupid,1991,Comedy,2.08,6,0,,funny,https://movielens.org/movies/5585
5588,"Hills Have Eyes, The (1977)","Hills Have Eyes, The",1977,Horror,3.50,2,0,,dark,https://movielens.org/movies/5588
5589,Indian Summer (1993),Indian Summer,1993,Comedy; Drama,3.00,3,0,,funny; character-driven,https://movielens.org/movies/5589
5590,"Mack, The (1973)","Mack, The",1973,Crime,2.50,1,0,,tense,https://movielens.org/movies/5590
5591,Monkey Trouble (1994),Monkey Trouble,1994,Children; Comedy,1.00,1,0,,funny; family-friendly,https://movielens.org/movies/5591
5596,Spaced Invaders (1990),Spaced Invaders,1990,Adventure; Comedy; Sci-Fi,1.50,1,0,,funny; imaginative,https://movielens.org/movies/5596
5597,Suburban Commando (1991),Suburban Commando,1991,Comedy; Sci-Fi,1.75,2,0,,funny; imaginative,https://movielens.org/movies/5597
5601,"Yearling, The (1946)","Yearling, The",1946,Children; Drama,4.00,1,1,animal movie,character-driven; family-friendly,https://movielens.org/movies/5601
5602,"Ladykillers, The (1955)","Ladykillers, The",1955,Comedy; Crime,3.50,1,0,,funny; tense,https://movielens.org/movies/5602
5603,"Lavender Hill Mob, The (1951)","Lavender Hill Mob, The",1951,Comedy; Crime,4.50,2,2,crime; heist,funny; tense,https://movielens.org/movies/5603
5604,"Man in the White Suit, The (1951)","Man in the White Suit, The",1951,Comedy; Sci-Fi,3.50,1,0,,funny; imaginative,https://movielens.org/movies/5604
5607,"Son of the Bride (Hijo de la novia, El) (2001)","Son of the Bride (Hijo de la novia, El)",2001,Comedy; Drama,5.00,1,0,,funny; character-driven,https://movielens.org/movies/5607
5608,"Das Experiment (Experiment, The) (2001)","Das Experiment (Experiment, The)",2001,Drama; Thriller,3.86,11,0,,character-driven; tense,https://movielens.org/movies/5608
5609,Ballistic: Ecks vs. Sever (2002),Ballistic: Ecks vs. Sever,2002,Action; Thriller,2.50,2,0,,tense,https://movielens.org/movies/5609
5610,"Banger Sisters, The (2002)","Banger Sisters, The",2002,Comedy; Drama,2.00,3,0,,funny; character-driven,https://movielens.org/movies/5610
5611,"Four Feathers, The (2002)","Four Feathers, The",2002,Adventure; War,2.75,2,0,,general audience,https://movielens.org/movies/5611
5612,Trapped (2002),Trapped,2002,Action; Thriller,2.00,1,0,,tense,https://movielens.org/movies/5612
5613,8 Women (2002),8 Women,2002,Comedy; Crime; Musical; Mystery,3.83,3,0,,funny; tense,https://movielens.org/movies/5613
5614,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)","His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)",2001,Drama; Romance,4.50,1,0,,character-driven; romantic,https://movielens.org/movies/5614
5615,Invincible (2001),Invincible,2001,Drama,3.50,1,0,,character-driven,https://movielens.org/movies/5615
5617,Secretary (2002),Secretary,2002,Comedy; Drama; Romance,3.90,25,0,,funny; character-driven; romantic,https://movielens.org/movies/5617
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Spirited Away (Sen to Chihiro no kamikakushi),2001,Adventure; Animation; Fantasy,4.16,87,1,anime,family-friendly; fantastical,https://movielens.org/movies/5618
5619,"Trials of Henry Kissinger, The (2002)","Trials of Henry Kissinger, The",2002,Documentary,4.00,2,0,,real-world,https://movielens.org/movies/5619
5620,Sweet Home Alabama (2002),Sweet Home Alabama,2002,Comedy; Romance,3.05,28,0,,funny; romantic,https://movielens.org/movies/5620
5621,"Tuxedo, The (2002)","Tuxedo, The",2002,Action; Comedy,2.50,10,0,,funny,https://movielens.org/movies/5621
5625,Moonlight Mile (2002),Moonlight Mile,2002,Drama; Romance,3.50,3,0,,character-driven; romantic,https://movielens.org/movies/5625
5628,Wasabi (2001),Wasabi,2001,Action; Comedy; Crime; Drama; Thriller,3.50,5,0,,funny; character-driven; tense,https://movielens.org/movies/5628
5629,Jonah: A VeggieTales Movie (2002),Jonah: A VeggieTales Movie,2002,Animation; Children; Musical,2.00,1,1,bible,family-friendly,https://movielens.org/movies/5629
5630,Red Dragon (2002),Red Dragon,2002,Crime; Mystery; Thriller,3.44,31,1,hannibal lecter,tense,https://movielens.org/movies/5630
5632,Bloody Sunday (2002),Bloody Sunday,2002,Drama,3.60,5,0,,character-driven,https://movielens.org/movies/5632
5633,Heaven (2002),Heaven,2002,Drama,3.75,2,1,bombs,character-driven,https://movielens.org/movies/5633
5635,"Man from Elysian Fields, The (2001)","Man from Elysian Fields, The",2001,Drama,3.00,1,0,,character-driven,https://movielens.org/movies/5635
5636,Welcome to Collinwood (2002),Welcome to Collinwood,2002,Comedy; Crime,2.50,2,0,,funny; tense,https://movielens.org/movies/5636
5637,Flirting (1991),Flirting,1991,Drama,4.50,2,0,,character-driven,https://movielens.org/movies/5637
5638,Godzilla vs. Mothra (Mosura tai Gojira) (1964),Godzilla vs. Mothra (Mosura tai Gojira),1964,Action; Adventure; Fantasy; Sci-Fi,2.00,1,0,,imaginative; fantastical,https://movielens.org/movies/5638
5640,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)","Godzilla, King of the Monsters! (Kaijû-ô Gojira)",1956,Horror; Sci-Fi,3.00,1,0,,imaginative; dark,https://movielens.org/movies/5640
5643,Powaqqatsi (1988),Powaqqatsi,1988,Documentary,3.50,3,0,,real-world,https://movielens.org/movies/5643
5644,"Pride of the Yankees, The (1942)","Pride of the Yankees, The",1942,Drama,3.50,3,2,baseball; lou gehrig,character-driven,https://movielens.org/movies/5644
5646,Valmont (1989),Valmont,1989,Drama; Romance,4.00,4,0,,character-driven; romantic,https://movielens.org/movies/5646
5649,Horror of Dracula (Dracula) (1958),Horror of Dracula (Dracula),1958,Horror,3.00,1,0,,dark,https://movielens.org/movies/5649
5650,Strange Brew (1983),Strange Brew,1983,Comedy,3.55,11,0,,funny,https://movielens.org/movies/5650
5651,"Incredible Mr. Limpet, The (1964)","Incredible Mr. Limpet, The",1964,Animation; Comedy; War,3.00,1,0,,funny; family-friendly,https://movielens.org/movies/5651
5657,Flashback (1990),Flashback,1990,Action; Adventure; Comedy; Crime; Drama,4.50,1,0,,funny; character-driven; tense,https://movielens.org/movies/5657
5663,Below (2002),Below,2002,Horror,3.50,1,0,,dark,https://movielens.org/movies/5663
5664,Brown Sugar (2002),Brown Sugar,2002,Romance,1.50,1,0,,romantic,https://movielens.org/movies/5664
5665,Knockaround Guys (2002),Knockaround Guys,2002,Action; Comedy; Crime,2.50,5,0,,funny; tense,https://movielens.org/movies/5665
5666,"Rules of Attraction, The (2002)","Rules of Attraction, The",2002,Comedy; Drama; Romance; Thriller,3.60,5,0,,funny; character-driven; tense; romantic,https://movielens.org/movies/5666
5667,Tuck Everlasting (2002),Tuck Everlasting,2002,Drama; Fantasy,3.25,2,0,,character-driven; fantastical,https://movielens.org/movies/5667
5668,White Oleander (2002),White Oleander,2002,Drama,2.50,4,0,,character-driven,https://movielens.org/movies/5668
5669,Bowling for Columbine (2002),Bowling for Columbine,2002,Documentary,3.78,58,1,violence in america,real-world,https://movielens.org/movies/5669
5670,Comedian (2002),Comedian,2002,Comedy; Documentary,3.00,2,0,,funny; real-world,https://movielens.org/movies/5670
